iborg@iborg-desktop:~$ cmgui,,,,,,,,,,,,,
Set up OpenCL context:,,,,,,,,,,,,,
  Platform: NVIDIA CUDA,,,,,,,,,,,,,
  Device: GeForce GTX TITAN X,,,,,,,,,,,,,
Importing model StaphAureus,,,,,,,,,,,,,
    0     1 cells       2 cts       1 iterations  residual = 0.000000,,,,,,,,,,,,,
540,58587,0.732042,hour(s),43.922498 minute(s,) o,r 2635.349854 second,(s),,,,,,4.76780126
550,60331,0.784224,hour(s),47.053426 minute(s,) o,r 2823.205566 second,(s),,,,,,4.780540524
560,62069,0.840378,hour(s),50.422697 minute(s,) o,r 3025.361816 second,(s),,,,,,4.792874748
570,63866,0.892721,hour(s),53.563281 minute(s,) o,r 3213.796875 second,(s),,,,,,4.805269717
580,65592,0.9427,hour(s),56.562016 minute(s,) o,r 3393.720947 second,(s),,,,,,4.816850873
590,67359,1.004146,hour(s),60.248775 minute(s,) o,r 3614.926514 second,(s),,,,,,4.828395631
600,69094,1.058671,hour(s),63.520235 minute(s,) o,r 3811.214111 second,(s),,,,,,4.839440336
610,70883,1.119853,hour(s),67.191191 minute(s,) o,r 4031.471436 second,(s),,,,,,4.85054209
620,72639,1.171103,hour(s),70.266203 minute(s,) o,r 4215.972168 second,(s),,,,,,4.861169857
630,74368,1.239881,hour(s),74.392863 minute(s,) o,r 4463.571777 second,(s),,,,,,4.871386102
640,76158,1.315881,hour(s),78.952873 minute(s,) o,r 4737.172363 second,(s),,,,,,4.88171553
650,77933,1.384834,hour(s),83.090047 minute(s,) o,r 4985.402832 second,(s),,,,,,4.891721395
660,79686,1.447871,hour(s),86.872233 minute(s,) o,r 5212.333984 second,(s),,,,,,4.901382027
670,81476,1.512488,hour(s),90.749284 minute(s,) o,r 5444.957031 second,(s),,,,,,4.9110297
680,83237,1.586574,hour(s),95.194417 minute(s,) o,r 5711.665039 second,(s),,,,,,4.920316419
690,84935,1.689316,hour(s),101.358984 minute(,s),or 6081.539062 secon,d(s),,,,,,4.929086691
700,86676,1.776485,hour(s),106.589111 minute(,s),or 6395.346680 secon,d(s),,,,,,4.937898861
710,88390,1.866372,contacts,1.866372,hour(s),or,111.982292,minute(s),or,6718.937500 second(s),,,4.946403134
720,90090,1.96079,contacts,1.96079,hour(s),or,117.647396,minute(s),or,7058.843750 second(s),,,4.954676587
730,91821,2.051687,contacts,2.051687,hour(s),or,123.101253,minute(s),or,7386.075195 second(s),,,4.962942018
740,93555,2.133829,contacts,2.133829,hour(s),or,128.029777,minute(s),or,7681.786621 second(s),,,4.971067003
750,95257,2.233325,contacts,2.233325,hour(s),or,133.999495,minute(s),or,8039.969727 second(s),,,4.9788969
760,97008,2.321635,contacts,2.321635,hour(s),or,139.298096,minute(s),or,8357.885742 second(s),,,4.986807551
770,98675,2.439795,contacts,2.439795,hour(s),or,146.387679,minute(s),or,8783.260742 second(s),,,4.994207135
780,100413,2.5252,contacts,2.5252,hour(s),or,151.512028,minute(s),or,9090.721680 second(s),,,5.001789943
790,102098,2.621758,contacts,2.621758,hour(s),or,157.305452,minute(s),or,9438.327148 second(s),,,5.009017235
800,103794,2.714139,contacts,2.714139,hour(s),or,162.848324,minute(s),or,9770.899414 second(s),,,5.016172249
810,105430,2.824739,contacts,2.824739,hour(s),or,169.484359,minute(s),or,10169.061523 second(s),,,5.022964207
820,107063,2.929613,contacts,2.929613,hour(s),or,175.776758,minute(s),or,10546.605469 second(s),,,5.029639409
